property_id,yardi_property_code,greystar_property_name,greystar_property_status,greystar_zip,greystar_city,greystar_state,greystar_lat,greystar_long,greystar_address,realpage_propertyid,realpage_property_name,realpage_zip,realpage_city,realpage_state,realpage_lat,realpage_long,realpage_address,realpage_compnumberone,realpage_compnumbertwo,realpage_compnumberthree,realpage_compnumberfour,realpage_compnumberfive,realpage_compnumbersix,realpage_compnumberseven,realpage_compnumbereight,realpage_compnumbernine,realpage_compnumberten,name_distance,match_type,distance_meters,google_lat,google_lon,geocoding_location_type,google_formatted_address,google_place_id,rp_google_place_id,realpage_reuse_count,is_realpage_reused,match_rank_within_realpage,combined_source
2610.0,txcorazo,Corazon,Active,78702,Austin,TX,30.26441797,-97.7320888,1000 5th St. E.,37409,Corazon,78702,Austin,TX,30.2640705,-97.7320727,1000 E 5th St.,43630,56313,65626,37272,42296,10264361,10265484,10262331,34951,10258012,null,proximity,0,30.2646585,-97.73261869999999,ROOFTOP,"1000 E 5th St., Austin, TX 78702, USA",ChIJjfojja-1RIYRGfpvKzybWO8,ChIJjfojja-1RIYRGfpvKzybWO8,1,false,1,current_valid
1434.0,wabalpar,Ballard On the Park,Active,98107,Seattle,WA,47.6708195,-122.3886643,2233 NW 58th Street,37427,Ballard on the Park,98107,Seattle,WA,47.670784,-122.3864109,2233 NW 58th St,38628,25284,43609,60210,38667,10056134,20931,16969,72027,78512,null,proximity,0,47.6706879,-122.3865759,ROOFTOP,"2233 NW 58th St, Seattle, WA 98107, USA",ChIJFZ6In8UVkFQRhJjbnHe666c,ChIJFZ6In8UVkFQRhJjbnHe666c,1,false,1,current_valid
nan,rp75tre,75 Tresser,Active,06901,Stamford,CT,41.05073492,-73.54352823,75 Tresser Blvd,37453,75 Tresser,6901,Stamford,CT,41.0505785,-73.5435562,75 Tresser Blvd,38609,12977,3250,54255,35314,351,38531,46559,12975,35330,null,proximity,0,41.0504671,-73.54376080000002,ROOFTOP,"75 Tresser Blvd, Stamford, CT 06901, USA",ChIJM1p4keOhwokRgEhEr2yl4_A,ChIJM1p4keOhwokRgEhEr2yl4_A,1,false,1,current_valid
27010.0,waseque3,Sequel,Active,98101,Seattle,WA,47.610715,-122.341693,1900 1st Ave,37545,Sequel,98101,Seattle,WA,47.6106819,-122.3415914,1900 1st Ave,24127,64386,49699,10263261,36948,62163,41156,47373,43681,92579,null,proximity,0,47.6106819,-122.3415914,ROOFTOP,"1900 1st Ave, Seattle, WA 98101, USA",ChIJyVaJ17JqkFQRlVLav_fac8c,ChIJyVaJ17JqkFQRlVLav_fac8c,1,false,1,current_valid
952.0,fl2bays2,2 Bayshore,Active,33606,Tampa,FL,27.9404215,-82.4607077,101 W. Beach Place,37583,2 Bayshore,33606,Tampa,FL,27.9402363,-82.4608955,101 W Beach Pl,62586,57482,10256604,10253013,54603,34445,62709,10254925,50673,10286160,null,proximity,0,27.9407719,-82.46097759999999,ROOFTOP,"101 W Beach Pl, Tampa, FL 33606, USA",ChIJhaXV15HEwogRCCl_F7AoYGA,ChIJhaXV15HEwogRCCl_F7AoYGA,1,false,1,current_valid
11472.0,maelioce,The Eliot on Ocean,Active,02151,Revere,MA,42.417265,-70.9889424,660 Ocean Avenue,37667,The Eliot on Ocean,2151,Revere,MA,42.4173936,-70.9887359,660 Ocean Ave,89019,10258084,10265150,72241,10261025,74631,10252402,65343,10264025,10256344,null,proximity,0,42.4174324,-70.98895379999999,ROOFTOP,"660 Ocean Ave, Revere, MA 02151, USA",ChIJV3AqvuJt44kRKCmiQRAw3wE,ChIJV3AqvuJt44kRKCmiQRAw3wE,2,true,1,current_valid
nan,rprobins,The Robinson,Active,02151,Revere,MA,42.4166257,-70.9918785,656 Ocean Ave,37667,The Eliot on Ocean,2151,Revere,MA,42.4173936,-70.9887359,660 Ocean Ave,89019,10258084,10265150,72241,10261025,74631,10252402,65343,10264025,10256344,null,proximity,94.5366166625067,42.4166534,-70.9894151,GEOMETRIC_CENTER,"656 Ocean Ave, Revere, MA 02151, USA",ChIJUyCip-Jt44kRt6Wp4e58xBM,ChIJV3AqvuJt44kRKCmiQRAw3wE,2,true,2,current_valid
8307.0,caonesou,One South Market,Active,95113,San Jose,CA,37.334883,-121.892209,1 S Market St,37698,One South Market,95113,San Jose,CA,37.3350112,-121.892281,1 S Market St,54388,43181,49421,51312,62259,56920,53072,14108,60095,10252144,null,proximity,0,37.3350112,-121.892281,ROOFTOP,"1 S Market St, San Jose, CA 95113, USA",ChIJ36Cu7qnNj4ARC3scqYddmxk,ChIJ36Cu7qnNj4ARC3scqYddmxk,1,false,1,current_valid
52.0,ilsoneas,SoNo East,Active,60642-2501,Chicago,IL,41.9089732,-87.6499069,840 W Blackhawk St,37789,SoNo East,60642,Chicago,IL,41.9086757,-87.6497093,840 W Blackhawk St,90389,53950,34117,46296,59327,18908,64902,65323,51049,89438,null,proximity,0,41.9086829,-87.64969880000001,ROOFTOP,"840 W Blackhawk St, Chicago, IL 60642, USA",ChIJRXL98yTTD4gRI87blHs6sp0,ChIJRXL98yTTD4gRI87blHs6sp0,1,false,1,current_valid
15475.0,cagarbui,Garey Building,Active,90012,Los Angeles,CA,34.04792839,-118.2350144,905 E 2nd St,37814,Garey Building,90012,Los Angeles,CA,34.0477418,-118.2349822,905 E 2nd St,41515,83934,55373,35733,47098,60562,56582,46966,35217,53132,null,proximity,0,34.0473702,-118.2350087,ROOFTOP,"905 E 2nd St, Los Angeles, CA 90012, USA",ChIJo36HLj_GwoARBZpN_SR08nk,ChIJo36HLj_GwoARBZpN_SR08nk,1,false,1,current_valid
nan,rpjortra,Jory Trail,Active,97070,Wilsonville,OR,45.3113783,-122.7660889,8750 SW Ash Meadow Rd.,37833,Jory Trail at the Grove,97070,Wilsonville,OR,45.3123513,-122.7665872,8750 SW Ash Meadows Rd,388,786,782,10272773,63095,14918,37405,10043763,55455,87675,null,proximity,0,45.311801,-122.7665192,GEOMETRIC_CENTER,"8750 SW Ash Meadows Rd, Wilsonville, OR 97070, USA",ChIJ5eA4qotulVQRMjoBv_wytU8,ChIJ5eA4qotulVQRMjoBv_wytU8,1,false,1,current_valid
1140726.0,gapeadun,Peachtree Dunwoody Place,Active,30328,Atlanta,GA,33.929295,-84.351753,6355 Peachtree Dunwoody Road NE,37893,Peachtree Dunwoody Place,30328,Atlanta,GA,33.9293462,-84.3517358,6355 Peachtree Dunwoody Rd,71437,19850,54288,14881,66702,19863,10260807,34714,10115243,10276439,null,proximity,0,33.9291048,-84.3510829,GEOMETRIC_CENTER,"6355 Peachtree Dunwoody Rd NE, Atlanta, GA 30328, USA",ChIJh-m2fVMJ9YgRtbZfeZCqNOk,ChIJh-m2fVMJ9YgRtbZfeZCqNOk,1,false,1,current_valid
nan,rplofwoo,The Lofts at Woodside Mill,Active,29611,Greenville,SC,34.852579,-82.428506,1 East Main Street,38049,The Lofts at Woodside Mill,29611,Greenville,SC,34.8525466,-82.4284765,1 E Main St,89471,38345,79174,59568,10266685,64551,10266944,10268506,10255390,10298007,null,proximity,0,34.8525834,-82.4284763,ROOFTOP,"1 E Main St, Greenville, SC 29611, USA",ChIJLzs42KsxWIgRD_PJ6MXvvxg,ChIJLzs42KsxWIgRD_PJ6MXvvxg,1,false,1,current_valid
25322.0,flcordob,Cordoba,Active,33166,Doral,FL,25.8210943,-80.3311192,8150 NW 53rd Street,38073,Cordoba Doral I,33166,Doral,FL,25.8210895,-80.3285443,8150 NW 53rd St,58310,42389,55934,72293,10253858,10277314,67215,59849,10294263,10265901,null,proximity,0,25.8214441,-80.328622,GEOMETRIC_CENTER,"8150 NW 53rd St, Doral, FL 33166, USA",ChIJOUZmctG72YgRjRyXYIkreRk,ChIJOUZmctG72YgRjRyXYIkreRk,1,false,1,current_valid
11357.0,calandsb,Landsby,Active,94040,Mountain View,CA,37.4061146,-122.1100723,100 Aspen Way,38080,Landsby,94040,Mountain View,CA,37.4056711,-122.1090145,100 Aspen Way,37263,89512,53349,91616,91614,10205,36740,84011,79794,38081,null,proximity,0,37.4056711,-122.1090145,ROOFTOP,"100 Aspen Way, Mountain View, CA 94040, USA",ChIJ57AOrJ-wj4ARvDcvukswfns,ChIJ57AOrJ-wj4ARvDcvukswfns,1,false,1,current_valid
417.0,varivoak,River Oaks,Active,22191,Woodbridge,VA,38.5900766,-77.3024572,2940 Shumard Oak Drive,38111,River Oaks,22191,Woodbridge,VA,38.590561,-77.302368,2940 Shumard Oak Dr,16008,42390,29282,42940,27286,36518,33875,44373,65103,33876,null,proximity,0,38.5898643,-77.3026459,GEOMETRIC_CENTER,"2940 Shumard Oak Dr, Woodbridge, VA 22191, USA",ChIJ_eleaNn4tokRYWszLOOQ81Y,ChIJ_eleaNn4tokRYWszLOOQ81Y,1,false,1,current_valid
6523.0,cajasper,Jasper,Active,94105,San Francisco,CA,37.7858204,-122.3957322,45 Lansing Street,38154,Jasper,94105,San Francisco,CA,37.7860198,-122.393904,45 Lansing St,35909,37060,9427,34744,67274,10120148,45638,38423,43872,41943,null,proximity,0,37.785905,-122.3937625,ROOFTOP,"45 Lansing St, San Francisco, CA 94105, USA",ChIJ0aGVx3uAhYARP0a3dSFiGMQ,ChIJ0aGVx3uAhYARP0a3dSFiGMQ,1,false,1,current_valid
nan,a024890,Arvada Station,Active,80033,Wheat Ridge,CO,39.790613,-105.110844,10068 West 52nd Place,38227,Arvada Station,80033,Wheat Ridge,CO,39.7906542,-105.1108743,10068 W 52nd Pl,78368,10283927,42269,46934,10296540,34587,64667,18598,92410,37477,null,proximity,0,39.7906574,-105.1108724,GEOMETRIC_CENTER,"10068 W 52nd Pl, Wheat Ridge, CO 80033, USA",ChIJyf1ZQRCGa4cRVg2gZrSJ8SM,ChIJyf1ZQRCGa4cRVg2gZrSJ8SM,1,false,1,current_valid
17396.0,ca119mis,1190 Mission,Active,94103,San Francisco,CA,37.77805246,-122.4129081,1190 Mission st,38255,1190 Mission at Trinity Place,94103,San Francisco,CA,37.7777964,-122.4133577,1190 Mission St,49596,20679,35780,41941,85342,43868,53012,41157,80942,45725,null,proximity,0,37.7778939,-122.4130659,ROOFTOP,"1190 Mission at Trinity Place, 1190 Mission St, San Francisco, CA 94103, USA",ChIJ7R4atJyAhYARaRhNlRTcCis,ChIJ7R4atJyAhYARaRhNlRTcCis,1,false,1,current_valid
8797.0,corockri,Rockrimmon,Active,80919,Colorado Springs,CO,38.916684,-104.822582,5824 Walsh Point,38306,Rockrimmon,80919,Colorado Springs,CO,38.9168009,-104.8223427,5824 Walsh Point Dr,58930,10294390,10268783,10253064,65033,10256255,15638,51182,10267043,6241,null,proximity,0,38.9168009,-104.8223427,ROOFTOP,"5824 Walsh Point Dr, Colorado Springs, CO 80919, USA",ChIJ58Lc_DdOE4cRQj_KAM9DDcw,ChIJ58Lc_DdOE4cRQj_KAM9DDcw,1,false,1,current_valid
nan,rp100sst,1001 S State,Active,60605,Chicago,IL,41.87018992,-87.62698081,1001 S State,38401,1001 South State,60605,Chicago,IL,41.8700172,-87.6270451,1001 S State St,41627,51698,17054,34100,66631,34117,10082882,89846,52998,65589,null,proximity,0,41.87004,-87.6270629,ROOFTOP,"1001 S State St, Chicago, IL 60605, USA",ChIJ53HiiZksDogRMi-9CUZAX24,ChIJ53HiiZksDogRMi-9CUZAX24,1,false,1,current_valid
18164.0,ctharlan,Harbor Landing,Active,06902,Stamford,CT,41.0395672,-73.54771382,28 Southfield Ave,38531,Harbor Landing,6902,Stamford,CT,41.0393732,-73.5476772,28 Southfield Ave,38609,10269230,55555,37450,3250,7752,351,37453,46559,63963,null,proximity,0,41.0393718,-73.5476759,ROOFTOP,"28 Southfield Ave, Stamford, CT 06902, USA",ChIJ4QzUeFCfwokRpr49U7f_yZ0,ChIJ4QzUeFCfwokRpr49U7f_yZ0,1,false,1,current_valid
27062.0,ncsum401,The Summit on 401,Active,28314,Fayetteville,NC,35.041998,-78.995452,3325 Oak Forest Drive,38542,The Summit on 401,28304,Fayetteville,NC,35.041943,-78.995464,3325 Oak Forest Dr,25836,17830,17835,16039,62265,22566,46479,35125,83247,16167,null,proximity,0,35.0419211,-78.99543,ROOFTOP,"3325 Oak Forest Dr, Fayetteville, NC 28314, USA",ChIJEX5VXBUVq4kRy9Y-jvD3whk,ChIJEX5VXBUVq4kRy9Y-jvD3whk,1,false,1,current_valid
233.0,iloptch2,Aston,Active,60611,Chicago,IL,41.8911084,-87.6220514,200 E Illinois,38566,Aston,60611,Chicago,IL,41.8911961,-87.6221832,200 E Illinois St,41757,17050,36764,58400,60489,34259,10253659,46691,34237,36760,null,proximity,0,41.8912083,-87.6222944,ROOFTOP,"200 E Illinois St, Chicago, IL 60611, USA",ChIJixw2iRUtDogR2Uu1BBdgK5E,ChIJixw2iRUtDogR2Uu1BBdgK5E,1,false,1,current_valid
125.0,fltriclu,Trinity Club,Active,34655,New Port Richey,FL,28.185653,-82.680745,10800 Torino Drive,38578,Trinity Club Apartments,34655,Trinity,FL,28.1889712,-82.6360171,10800 Torino Dr,14233,58342,10090731,10256617,10254956,10272771,53320,9159,35573,86181,null,proximity,0,28.1889261,-82.63601829999999,ROOFTOP,"10800 Torino Dr, Trinity, FL 34655, USA",ChIJDzmrYRuUwogRZAJfy_-k1fE,ChIJDzmrYRuUwogRZAJfy_-k1fE,1,false,1,current_valid
201.0,txgeorgi,The Georgian,Active,75287,Dallas,TX,33.008448,-96.855448,18880 Marsh Lane,38582,Georgian,75287,Dallas,TX,33.0085546,-96.8555375,18880 Marsh Ln,13303,3859,166,28810,2701,15189,2722,3376,15191,15187,null,proximity,0,33.0085546,-96.8555375,GEOMETRIC_CENTER,"18880 Marsh Ln, Dallas, TX 75287, USA",ChIJ8eBT_4AlTIYR2HTvRTtzYn0,ChIJ8eBT_4AlTIYR2HTvRTtzYn0,1,false,1,current_valid
2538.0,ohflaeas,The Flats at East Bank,Active,44113,Cleveland,OH,41.4999477,-81.7065028,1055 Old River Road,38588,Flats at East Bank,44113,Cleveland,OH,41.4999477,-81.7065028,1055 Old River Rd,10252508,55217,42249,56409,70957,68158,37651,89172,89726,10280112,null,proximity,0,41.4999104,-81.70647989999999,GEOMETRIC_CENTER,"1055 Old River Rd, Cleveland, OH 44113, USA",ChIJ5SNhQWLwMIgRoYUAHUyFsK0,ChIJ5SNhQWLwMIgRoYUAHUyFsK0,1,false,1,current_valid
24502.0,waurbana,Urbana,Active,98107,Seattle,WA,47.669111,-122.3798617,1501 NW 56th Street,38628,Urbana,98107,Seattle,WA,47.6693036,-122.3772653,1501 NW 56th St,37427,25284,43609,38667,78512,35853,53427,10056134,60517,44098,null,proximity,0,47.6692119,-122.3767192,GEOMETRIC_CENTER,"1501 NW 56th St, Seattle, WA 98107, USA",ChIJyWLdGskVkFQRStVQT4qmJug,ChIJyWLdGskVkFQRStVQT4qmJug,1,false,1,current_valid
nan,rpprecon,The Prescott at Concord,Active,01742,Concord,MA,42.43736429,-71.42955079,1 Nathan Pratt Drive,38664,The Prescott at Concord,1742,Concord,MA,42.4371822,-71.4295937,1 Nathan Pratt Dr,55830,65360,7679,47676,48097,65139,16891,80584,21124,16971,null,proximity,0,42.4371599,-71.4293756,ROOFTOP,"1 Nathan Pratt Dr, Concord, MA 01742, USA",ChIJJYLFM0uQ44kRI0MYnMdHJqk,ChIJJYLFM0uQ44kRI0MYnMdHJqk,1,false,1,current_valid
nan,rpslate,Slate,Active,98119,Seattle,WA,47.6477746,-122.380955,3040 17th Ave W,38667,Slate,98119,Seattle,WA,47.6476596,-122.3781083,3040 17th Ave W,36877,10056134,38628,34160,37015,21821,54730,41723,25276,78512,null,proximity,0,47.6477156,-122.3786096,ROOFTOP,"3040 17th Ave W, Seattle, WA 98119, USA",ChIJ-YHKIp8VkFQRDxxQvFMUAs4,ChIJ-YHKIp8VkFQRDxxQvFMUAs4,1,false,1,current_valid
nan,rpariupt,Arista Uptown,Active,80021,Broomfield,CO,39.9052367,-105.0917412,8500 Arista Place,38679,Arista Uptown,80021,Broomfield,CO,39.9052367,-105.0917412,8500 Arista Pl,38883,1134,5642,65450,23635,10265442,5716,5647,10260066,23552,null,proximity,0,39.90494899999999,-105.0915455,GEOMETRIC_CENTER,"8500 Arista Pl, Broomfield, CO 80021, USA",ChIJ-1FL7seLa4cRYYfaN2bjSoI,ChIJ-1FL7seLa4cRYYfaN2bjSoI,1,false,1,current_valid
15202.0,wathopla,Thornton Place,Active,98125,Seattle,WA,47.70324696,-122.3241578,337 NE 103rd,38682,Thornton Place,98125,Seattle,WA,47.7030704,-122.3242063,337 NE Thornton Pl,72027,51033,54790,10260160,10260158,10261896,78512,10271226,10056134,36433,null,proximity,68.53272828537239,47.70240099999999,-122.3246239,ROOFTOP,"337 NE 103rd St, Seattle, WA 98125, USA",ChIJKTXbOP4TkFQR7c1TILVeCwA,ChIJ_8DOOP4TkFQRUCX3dAK1xNc,1,false,1,current_valid
18723.0,ga1377,1377 Brookhaven Apartments,Active,30319,Brookhaven,GA,33.86044326,-84.3335428,1377 Dresden Dr.,38703,@ 1377,30319,Brookhaven,GA,33.8602246,-84.3335505,1377 Dresden Dr,44506,45256,10115243,60047,64324,52827,64502,10271386,9273,50148,null,proximity,0,33.8601716,-84.33333379999999,ROOFTOP,"1377 Dresden Dr NE, Brookhaven, GA 30319, USA",ChIJ_RsUjL0I9YgR-Y_WJkXUzQ0,ChIJ_RsUjL0I9YgR-Y_WJkXUzQ0,2,true,1,current_valid
3392.0,gasoldre,Solis Dresden Village,Active,30319,Brookhaven,GA,33.8605312266456,-84.33363960055652,1350 Dresden Drive,38703,@ 1377,30319,Brookhaven,GA,33.8602246,-84.3335505,1377 Dresden Dr,44506,45256,10115243,60047,64324,52827,64502,10271386,9273,50148,null,proximity,88.06416240812372,33.8608149,-84.33389009999999,ROOFTOP,"1350 Dresden Dr NE, Atlanta, GA 30319, USA",ChIJ03YW7r0I9YgRl8AjLxUpxxY,ChIJ_RsUjL0I9YgR-Y_WJkXUzQ0,2,true,2,current_valid
60.0,ncheaaut,Headwaters at Autumn Hall,Active,28403,Wilmington,NC,34.2349499,-77.8495371,612 Council Street,38731,Headwaters at Autumn Hall,28403,Wilmington,NC,34.2350127,-77.8499885,612 Council St,64677,90780,10004756,65285,18058,42396,10254107,10259569,10268257,57733,null,proximity,0,34.2350698,-77.8499992,ROOFTOP,"612 Council St, Wilmington, NC 28403, USA",ChIJxYzIbr30qYkRoU_kYpyhIl8,ChIJxYzIbr30qYkRoU_kYpyhIl8,1,false,1,current_valid
439.0,ncgramer,The Gramercy,Active,27603,Raleigh,NC,35.7851864,-78.6476845,650 West North Street,38769,The Gramercy,27603,Raleigh,NC,35.7850633,-78.6479704,650 W North St,34211,43952,52673,92339,38031,36560,34843,36988,45822,24088,null,proximity,0,35.7850691,-78.6481907,ROOFTOP,"650 W North St, Raleigh, NC 27603, USA",ChIJs--HjGZfrIkRGZzkgv21qPI,ChIJs--HjGZfrIkRGZzkgv21qPI,1,false,1,current_valid
795.0,caaveho2,The Avenue Hollywood,Active,90028,Los Angeles,CA,34.100436,-118.34491,1619 N. La Brea,38846,The Avenue,90028,Los Angeles,CA,34.1003767,-118.3448932,1619 N La Brea Ave,15401,49130,34638,38871,44615,10252076,56663,10267945,19225,38264,null,proximity,0,34.1005756,-118.3453545,ROOFTOP,"1619 N La Brea Ave, Los Angeles, CA 90028, USA",ChIJsb-hliC_woARr95P9zxSG2o,ChIJsb-hliC_woARr95P9zxSG2o,1,false,1,current_valid
nan,rpestbee,Estates at Bee Cave,Active,78738,Bee Cave,TX,30.32166962,-97.95690347,3544 S Farm to Market 620 Rd,38849,Estates at Bee Cave,78738,Bee Cave,TX,30.3215678,-97.9569142,3544 S FM 620 Rd,17374,18441,34164,52209,26420,34006,8578,8520,80662,15876,null,proximity,0,30.3215678,-97.95691420000001,ROOFTOP,"3544 S Farm to Market 620 Rd, Bee Cave, TX 78738, USA",ChIJyf5-yYc3W4YRO7Fwk6pVV9k,ChIJyf5-yYc3W4YRO7Fwk6pVV9k,1,false,1,current_valid
25528.0,ncvervi3,Verde Vista,Active,28805,Asheville,NC,35.5728609,-82.5109248,4110 Verde Vista Circle,38852,Verde Vista,28805,Asheville,NC,35.572878,-82.5109114,4110 Verde Vista Cir,80112,58642,43036,65865,53316,10265830,36743,10262667,10270469,38352,null,proximity,0,35.572878,-82.5109114,ROOFTOP,"4110 Verde Vista Cir, Asheville, NC 28803, USA",ChIJgz9Oe6LzWYgRoP4h7IMIljQ,ChIJgz9Oe6LzWYgRoP4h7IMIljQ,1,false,1,current_valid
nan,ced24570,Brigham Apartments,Active,84111,Salt Lake City,UT,40.769533,-111.885402,201 East South Temple,38859,Brigham,84111,Salt Lake City,UT,40.7694349,-111.8847709,201 E S Temple St,76071,10265835,85506,85498,10258137,10260677,10284058,84214,56608,10260666,null,proximity,0,40.7694349,-111.8847709,ROOFTOP,"201 E S Temple St, Salt Lake City, UT 84111, USA",ChIJZZ8J6wv1UocRl-sl0gbvk6k,ChIJZZ8J6wv1UocRl-sl0gbvk6k,1,false,1,current_valid
26907.0,utele5th,Elevate on 5th,Active,84102,Salt Lake City,UT,40.761753,-111.875492,343 S 500 E,38863,Elevate on 5th,84102,Salt Lake City,UT,40.7617568,-111.8762122,343 S 500 E,10264451,64531,19101,66619,45023,10253390,43549,38868,43486,84122,null,proximity,0,40.7584865,-111.8808834,RANGE_INTERPOLATED,"343 E 500 S, Salt Lake City, UT 84111, USA",EiozNDMgRSA1MDAgUywgU2FsdCBMYWtlIENpdHksIFVUIDg0MTExLCBVU0EiMRIvChQKEgkVGVwxa_VShxEYCTSwAUPCHxDXAioUChIJi-j9xxD1UocRGHDVWtnv56c,EiozNDMgRSA1MDAgUywgU2FsdCBMYWtlIENpdHksIFVUIDg0MTExLCBVU0EiMRIvChQKEgkVGVwxa_VShxEYCTSwAUPCHxDXAioUChIJi-j9xxD1UocRGHDVWtnv56c,1,false,1,current_valid
20322.0,flsolara,Solara,Active,32771,Sanford,FL,28.78836472,-81.34457236,5000 Solara Cir,38876,Solara Apartments,32771,Sanford,FL,28.7882834,-81.3446243,5000 Solara Cir,10253559,10255438,10256544,10259971,76072,10262275,45998,38159,42267,14753,null,proximity,0,28.7882989,-81.3445509,ROOFTOP,"5000 Solara Cir, Sanford, FL 32771, USA",ChIJeUoDiV4N54gR3WA52pRZtQM,ChIJeUoDiV4N54gR3WA52pRZtQM,1,false,1,current_valid
1539.0,caluxe2,The Luxe,Active,95825,Sacramento,CA,38.589334,-121.40309,2501 Hurley Way,39116,The Luxe,95825,Sacramento,CA,38.5893234,-121.4028691,2501 Hurley Way,39612,10267313,54385,39719,54470,10048969,62734,39940,62745,72811,null,proximity,0,38.5897876,-121.4031147,GEOMETRIC_CENTER,"2501 Hurley Way, Sacramento, CA 95825, USA",ChIJhZfGo0vamoAR2_ngYQWeJ9o,ChIJhZfGo0vamoAR2_ngYQWeJ9o,1,false,1,current_valid
2229.0,cohabfor,Habitat at Fort Collins,Active,80526,Fort Collins,CO,40.5511465,-105.0983404,2736 Raintree Drive,40457,Habitat at Fort Collins,80526,Fort Collins,CO,40.551165,-105.098275,2736 Raintree Dr,null,null,null,null,null,null,null,null,null,null,null,proximity,0,40.5511612,-105.0982816,ROOFTOP,"2736 Raintree Dr, Fort Collins, CO 80526, USA",ChIJTe8FE7lLaYcRB_LE9KpEd54,ChIJTe8FE7lLaYcRB_LE9KpEd54,1,false,1,current_valid
386.0,txhigpo2,High Point Uptown,Active,77056,Houston,TX,29.759802,-95.462243,807 Post Oak Lane,41166,High Point Uptown,77056,Houston,TX,29.7598393,-95.4623425,807 S Post Oak Ln,41280,36604,19402,19012,29936,41167,56877,10258622,35256,37580,null,proximity,0,29.759646,-95.4621932,GEOMETRIC_CENTER,"807 S Post Oak Ln, Houston, TX 77056, USA",ChIJVbAkLE_BQIYRffMQtx2M4Mc,ChIJVbAkLE_BQIYRffMQtx2M4Mc,1,false,1,current_valid
1363.0,nctrypla,Tryon Place,Active,27518,Cary,NC,35.7423022,-78.7628203,4101 Skye Lane,41188,Tryon Place,27518,Cary,NC,35.7425728,-78.7607268,4101 Skye Ln,17722,37161,17826,75702,10276900,17862,58868,2260,17726,7901,null,proximity,0,35.7425728,-78.7607268,GEOMETRIC_CENTER,"4101 Skye Ln, Cary, NC 27518, USA",ChIJu88xW07zrIkRbWXCDY3CbU0,ChIJu88xW07zrIkRbWXCDY3CbU0,1,false,1,current_valid
2881.0,maflatsd,Flats on D,Active,02210,Boston,MA,42.34481856,-71.04360093,411 D Street,41222,Flats on D,2210,Boston,MA,42.3446367,-71.0435978,411 D St,35708,41257,41883,41974,35558,10274247,37127,67380,60503,13758,null,proximity,0,42.3441005,-71.0440196,GEOMETRIC_CENTER,"411 D St, Boston, MA 02210, USA",ChIJkUn8A4R644kRtaWdWJ3iHnA,ChIJkUn8A4R644kRtaWdWJ3iHnA,1,false,1,current_valid
1202.0,mdperpi2,PerSei at Pike & Rose,Active,20852,North Bethesda,MD,39.0503668,-77.1165844,900 PerSei Place,41232,PerSei at Pike & Rose,20852,North Bethesda,MD,39.0498762,-77.1167279,900 Persei Place,15549,10223,33877,25808,50935,67810,34723,44652,59293,10017334,null,proximity,0,39.0498762,-77.1167279,ROOFTOP,"900 Persei Place, North Bethesda, MD 20852, USA",ChIJtYGviTDMt4kR6XhC_QOcGC8,ChIJtYGviTDMt4kR6XhC_QOcGC8,1,false,1,current_valid
411.0,nyresbou,The Reserve at the Boulevard,Active,11980,Yaphank,NY,40.849581,-72.897922,1 Reserve Drive,41239,The Reserve at the Boulevard,11980,Yaphank,NY,40.84969,-72.8977601,1 Reserve Dr,10265213,69223,68775,49289,340,69135,35901,10056425,91551,21647,null,proximity,0,40.84969,-72.8977601,ROOFTOP,"1 Reserve Dr, Yaphank, NY 11980, USA",ChIJrxGRJDVb6IkRfh6oRcuLAj4,ChIJrxGRJDVb6IkRfh6oRcuLAj4,1,false,1,current_valid
10866.0,txjudpoi,Judson Pointe,Active,78247,San Antonio,TX,29.601337,-98.388705,5126 North Loop 1604 East,41244,Judson Pointe,78247,San Antonio,TX,29.6013491,-98.3887742,5126 N Loop 1604 E,10259341,10263080,69904,41641,91356,44543,38593,62595,53969,38590,null,proximity,0,29.6008955,-98.3889574,GEOMETRIC_CENTER,"5126 N Loop 1604 E, San Antonio, TX 78247, USA",ChIJmyvl6A6MXIYR5-oSrxIiCEI,ChIJmyvl6A6MXIYR5-oSrxIiCEI,1,false,1,current_valid
nan,rpboseas,Boston East,Active,02128,Boston,MA,42.37371375,-71.04091334,126 Border Street,41257,Boston East,2128,Boston,MA,42.3735394,-71.0410099,126 Border St,10274247,41222,35708,43414,67346,41974,36697,10254897,37127,60503,null,proximity,0,42.3739394,-71.04116359999999,ROOFTOP,"126 Border St, East Boston, MA 02128, USA",ChIJE-yPg1tw44kRv8bZ1NtbN6k,ChIJE-yPg1tw44kRv8bZ1NtbN6k,1,false,1,current_valid
15192.0,orpresco,Prescott,Active,97217,Portland,OR,45.555137,-122.6817053,1450 North Prescott Street,41258,The Prescott,97217,Portland,OR,45.5551452,-122.6817045,1450 N Prescott St,92432,89489,58015,79860,65921,54331,38841,44067,85828,62706,null,proximity,0,45.5551452,-122.6817045,ROOFTOP,"1450 N Prescott St, Portland, OR 97217, USA",ChIJt_gZBVKnlVQRoRd9XE8pDng,ChIJt_gZBVKnlVQRoRd9XE8pDng,1,false,1,current_valid
